,縣市,鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,車位數,總樓層數temp,總樓層數-轉換
15,新北市,土城區,房地(土地+建物)+車位,新北市土城區學士路９０號十七樓,30.53,住,,,1080110,土地1建物1車位2,十七層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101102,213.54,4,2,2,有,有,23770000,130694,坡道平面,60.74,3800000,預售屋、或土地及建物分件登記案件；,RPPQMLKMKIGGFAF37DA,96.94,0.0,5.52,有,,2.0,十八,18
22,新北市,板橋區,房地(土地+建物)+車位,新北市板橋區新崑路８８號五樓,17.84,住,,,1101229,土地1建物1車位1,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1051124,106.93,2,2,1,有,有,12300000,115029,坡道平面,24.71,0,,RPQRMLKLJHHGFAF37DA,46.72,2.17,6.6,有,2.0,1.0,十三,13
23,新北市,土城區,房地(土地+建物),新北市土城區學海街１號十二樓,24.57,住,,,1080914,土地1建物1車位0,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100922,125.6,3,1,2,有,有,15400000,122611,,0.0,0,預售屋、或土地及建物分件登記案件；,RPQVMLKLJHHGFAF77DA,74.14,3.29,7.2,有,,0.0,十四,14
24,新北市,土城區,房地(土地+建物)+車位,新北市土城區學海街１號十三樓,26.6,住,,,1071109,土地1建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100922,161.45,3,1,2,有,有,17380000,121656,坡道平面,35.85,2100000,110.3.30換約預售屋、或土地及建物分件登記案件；,RPSVMLKLJHHGFAF97DA,74.14,3.29,7.2,有,,1.0,十四,14
25,新北市,土城區,房地(土地+建物)+車位,新北市土城區學海街１號十四樓,26.6,住,,,1090919,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100922,159.74,3,1,2,有,有,18000000,125796,坡道平面,34.14,2200000,預售屋、或土地及建物分件登記案件；,RPTVMLKLJHHGFAF08DA,74.14,3.29,7.2,有,,1.0,十四,14
26,新北市,土城區,房地(土地+建物)+車位,新北市土城區學海街１１號四樓,26.6,住,,,1070819,土地1建物1車位1,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100922,161.45,3,1,2,有,有,16400000,114650,坡道平面,35.85,2000000,預售屋、或土地及建物分件登記案件；,RPUVMLKLJHHGFAF18DA,74.14,3.29,7.2,有,,1.0,十四,14
27,新北市,土城區,房地(土地+建物)+車位,新北市土城區學海街１１號九樓,26.6,住,,,1080324,土地1建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100922,161.45,3,1,2,有,有,17100000,117834,坡道平面,35.85,2300000,預售屋、或土地及建物分件登記案件；,RPWVMLKLJHHGFAF38DA,74.14,3.29,7.2,有,,1.0,十四,14
28,新北市,土城區,房地(土地+建物)+車位,新北市土城區學海街１１號十二樓,26.6,住,,,1070810,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100922,161.45,3,1,2,有,有,17550000,123806,坡道平面,35.85,2000000,110.4.4換約預售屋、或土地及建物分件登記案件；,RPXVMLKLJHHGFAF48DA,74.14,3.29,7.2,有,,1.0,十四,14
29,新北市,土城區,房地(土地+建物)+車位,新北市土城區學海街１１號十四樓,26.6,住,,,1080717,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100922,161.45,3,1,2,有,有,17970000,123169,坡道平面,35.85,2500000,預售屋、或土地及建物分件登記案件；,RPPWMLKLJHHGFAF77DA,74.14,3.29,7.2,有,,1.0,十四,14
30,新北市,土城區,房地(土地+建物)+車位,新北市土城區學海街９號四樓,17.67,住,,,1070809,土地1建物1車位1,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100922,114.50999999999999,2,1,1,有,有,11100000,113226,坡道平面,34.14,2000000,預售屋、或土地及建物分件登記案件；,RPQWMLKLJHHGFAF87DA,45.42,1.95,6.82,有,,1.0,十四,14
31,新北市,土城區,房地(土地+建物)+車位,新北市土城區學海街９號八樓,17.67,住,,,1070718,土地1建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100922,116.21000000000001,2,1,1,有,有,11450000,120458,坡道平面,35.85,1770000,109.11.27換約預售屋、或土地及建物分件登記案件；,RPRWMLKLJHHGFAF97DA,45.42,1.95,6.82,有,,1.0,十四,14
38,新北市,土城區,房地(土地+建物)+車位,新北市土城區學海街９號十樓,17.67,住,,,1070910,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100922,116.21000000000001,2,1,1,有,有,11780000,120458,坡道平面,35.85,2100000,110.3.24換約預售屋、或土地及建物分件登記案件；,RPWNNLKLJHHGFAF67DA,45.42,1.95,6.82,有,,1.0,十四,14
39,新北市,板橋區,房地(土地+建物)+車位,新北市板橋區文化路二段３８５之１號十五樓,12.12,住,,,1101231,土地1建物1車位1,十五層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990209,150.51,3,2,2,有,有,31510000,229256,坡道平面,23.97,2500000,,RPSPMLPLJHHGFAF87DA,71.16,5.77,9.12,有,,1.0,二十一,21
41,新北市,土城區,房地(土地+建物)+車位,新北市土城區學士路４２５號五樓,24.22,住,,,1101208,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100929,144.38,3,2,2,有,有,20500000,173020,坡道平面,39.19,2300000,,RPRRMLQLJHHGFAF08DA,69.71,0.0,5.01,有,7.0,1.0,十五,15
42,新北市,板橋區,房地(土地+建物)+車位,新北市板橋區華江一路１８６號十三樓,5.87,商,,,1110109,土地1建物1車位1,十三層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1071227,95.32,2,2,1,有,有,13800000,161070,坡道平面,22.06,2000000,,RPOOMLRLJHHGFAF57DA,42.73,1.62,5.1,有,8.0,1.0,十九,19
43,新北市,板橋區,房地(土地+建物)+車位,新北市板橋區藝文街３８６號十樓,7.64,住,,,1110117,土地1建物1車位1,十層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090804,62.76,2,2,1,有,有,6800000,108349,坡道平面,16.56,0,親友、員工、共有人或其他特殊關係間之交易；,RPSOMLRLJHHGFAF97DA,26.43,1.83,1.96,有,,1.0,十八,18
45,新北市,板橋區,房地(土地+建物)+車位,新北市板橋區永翠路８８號三樓,18.41,住,,,1110102,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090420,150.92000000000002,1,2,2,有,有,20750000,157154,坡道平面,31.61,2000000,,RPUSMLRLJHHGFAF58DA,66.21,7.73,5.75,有,9.0,1.0,十五,15
55,新北市,新莊區,房地(土地+建物)+車位,新北市新莊區中正路１９５號五樓之三,21.34,住,,,1101210,土地1建物1車位1,五層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1051122,211.23000000000002,3,2,2,有,有,28000000,156490,坡道平面,41.89,1500000,,RPUQMLPKKIGGFBF28DA,100.21,2.49,12.02,有,,1.0,二十二,22
56,新北市,新莊區,房地(土地+建物),新北市新莊區民安西路２５２巷４７號二樓,17.53,住,,,1101121,土地1建物1車位0,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1071225,122.6,3,2,2,有,有,13500000,110114,,0.0,0,,RPURMLLLKIGGFBF08DA,72.91,1.99,8.55,有,10.0,0.0,十五,15
57,新北市,新莊區,房地(土地+建物)+車位,新北市新莊區福前街２９９號十四樓,26.9,住,,,1101213,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021203,163.32,3,2,2,有,有,24250000,162192,坡道平面,27.37,2200000,,RPPNMLMLKIGGFBF27DA,86.41,7.33,5.39,有,11.0,1.0,十四,14
62,新北市,新莊區,房地(土地+建物),新北市新莊區中安街５２號九樓,10.69,商,,,1101212,土地1建物1車位0,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020812,96.17999999999999,2,1,1,有,有,13550000,140882,,0.0,0,,RPQQMLKMKIGGFBF57DA,62.21,1.02,3.62,有,16.0,0.0,十三,13
79,新北市,新店區,房地(土地+建物),新北市新店區中山路１６號九樓,25.76,住,,,1080120,土地1建物1車位0,九層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1100903,121.03,3,2,2,有,有,21200000,175163,,0.0,0,預售屋、或土地及建物分件登記案件；,RPPNMLQKRHGGFCF28DA,76.45,0.0,5.72,有,,0.0,十八,18
80,新北市,新店區,房地(土地+建物)+車位,新北市新店區中山路２８號十一樓,26.24,住,,,1070812,土地1建物1車位1,十一層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1100903,160.65,3,2,2,有,有,25070000,177669,坡道平面,32.49,2300000,預售屋、或土地及建物分件登記案件；,RPPTNLQKRHGGFCF98DA,76.45,7.12,5.72,有,,1.0,十八,18
81,新北市,新店區,房地(土地+建物)+車位,新北市新店區中山路２８號十六樓,26.24,住,,,1080313,土地1建物1車位1,十六層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1100903,160.65,3,2,2,有,有,25260000,178371,坡道平面,32.49,2400000,預售屋、或土地及建物分件登記案件；,RPRTNLQKRHGGFCF56DA,76.45,7.12,5.72,有,,1.0,十八,18
82,新北市,新店區,房地(土地+建物)+車位,新北市新店區中山路１６號十七樓,26.24,住,,,1080517,土地1建物1車位1,十七層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1100903,160.65,3,2,2,有,有,24400000,171660,坡道平面,32.49,2400000,預售屋、或土地及建物分件登記案件；,RPROMLRKRHGGFCF68DA,76.45,7.12,5.72,有,,1.0,十八,18
83,新北市,新店區,房地(土地+建物)+車位,新北市新店區中山路２８號十五樓,26.24,住,,,1080202,土地1建物1車位1,十五層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1100903,153.53,3,2,2,有,有,25240000,188698,坡道平面,32.49,2400000,預售屋、或土地及建物分件登記案件；,RPTRMLRKRHGGFCF56DA,76.45,0.0,5.72,有,,1.0,十八,18
84,新北市,新店區,房地(土地+建物),新北市新店區溪園路３８９之３號十樓,6.18,住,,,1101216,土地1建物1車位0,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0921201,53.22,1,1,1,有,有,9320000,175122,,0.0,0,陽台外推；,RPXPMLKKJHHGFCF97DA,35.08,0.0,5.7,有,25.0,0.0,十四,14
87,新北市,新店區,房地(土地+建物),新北市新店區中興路二段１４１號十二樓,7.84,住,,,1101218,土地1建物1車位0,十二層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0980612,76.9,2,2,1,有,有,15700000,204161,,0.0,0,,RPTRMLRKJHHGFCF48DA,50.18,0.0,5.54,有,26.0,0.0,二十六,26
88,新北市,新店區,房地(土地+建物)+車位,新北市新店區中興路二段１２３號四樓,14.08,住,,,1101119,土地1建物1車位1,四層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0980612,172.2,3,2,2,有,有,23800000,138211,坡道平面,31.68,0,其他增建；,RPQNMLQLJHHGFCF77DA,87.43,9.61,6.26,有,,1.0,二十六,26
92,新北市,新店區,房地(土地+建物),新北市新店區寶橋路８５巷６０號九樓,10.25,住,,,1101229,土地1建物1車位0,九層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1021018,87.68,2,1,1,有,有,20250000,230953,,0.0,0,,RPQNMLRLJHHGFCF87DA,50.47,3.08,7.37,有,28.0,0.0,二十八,28
118,新北市,汐止區,房地(土地+建物),新北市汐止區水源路二段２２巷１１號５樓,15.42,住,,,1101110,土地2建物1車位0,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870814,100.59,3,2,1,有,有,11750000,116811,,0.0,0,,RPOOMLMKJHHGFDF27DA,80.62,0.0,9.39,有,,0.0,十三,13
119,新北市,汐止區,房地(土地+建物)+車位,新北市汐止區福德一路１９６號二樓之１,10.92,住,,,1101225,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1100618,91.35,2,2,1,有,有,12200000,144970,坡道平面,22.37,2200000,,RPSQMLNKJHHGFDF97DA,42.52,1.39,2.65,有,30.0,1.0,十五,15
120,新北市,汐止區,房地(土地+建物),新北市汐止區建成路１４２巷３３號七樓,4.85,住,,,1110109,土地1建物1車位0,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851116,33.55,1,1,1,有,有,4000000,119225,,0.0,0,,RPTRMLNKJHHGFDF18DA,22.47,0.0,2.28,有,31.0,0.0,十四,14
122,新北市,汐止區,房地(土地+建物)+車位,新北市汐止區福德一路２０１巷２１號十二樓,20.47,住,,,1101227,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830204,121.14999999999999,3,2,2,有,有,13200000,108956,坡道平面,0.0,1700000,,RPOPMLLLJHHGFDF37DA,97.44,1.23,7.88,有,,1.0,十四,14
124,新北市,汐止區,房地(土地+建物),新北市汐止區建成路１６０巷５１號十四樓,12.65,住,,,1101129,土地1建物1車位0,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851116,95.06,3,2,2,有,有,12100000,127288,,0.0,0,,RPSPMLPLJHHGFDF18DA,64.3,0.0,7.44,有,32.0,0.0,十四,14
130,新北市,汐止區,房地(土地+建物)+車位,新北市汐止區建成路５９巷７１號十六樓,5.08,商,,,1110119,土地2建物1車位1,十六層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871113,50.989999999999995,3,2,2,有,有,5870000,115143,坡道平面,0.0,0,只有交易百分之50之所有權夾層；,RPQOMLRLJHHGFDF08DA,25.31,0.55,3.08,有,,1.0,十六,16
131,新北市,淡水區,房地(土地+建物)+車位,新北市淡水區新市三路二段２５３號二十九樓,11.23,商,,,1101215,土地1建物1車位1,二十九層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070525,161.2,3,2,2,有,有,11940000,79853,坡道平面,30.46,1500000,含裝潢費1450000元；,RPSQMLOLKIGGFEF38DA,74.97,4.82,7.14,有,,1.0,二十九,29
134,新北市,淡水區,房地(土地+建物),新北市淡水區學府路１３６巷５５號十二樓之１３,7.3,住,,,1101215,土地1建物1車位0,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961002,34.54,1,1,1,有,有,2500000,72380,,0.0,0,陽台外推；,RPPNMLSKJHHGFEF97DA,20.01,0.0,2.98,有,36.0,0.0,十四,14
136,新北市,八里區,房地(土地+建物)+車位,新北市八里區龍米路二段２００巷３８號四樓,15.92,住,,,1101220,土地1建物1車位1,四層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830727,133.21,3,2,1,有,有,7200000,54046,坡道平面,0.0,0,其他增建；,RPORMLSKJHHGFEF28DA,78.8,3.38,9.57,有,,1.0,十六,16
137,新北市,淡水區,房地(土地+建物)+車位,新北市淡水區坪頂路２８３號二樓,57.05,,山坡地保育區,丙種建築用地,1110112,土地2建物1車位1,二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851009,171.61,2,1,2,有,有,6200000,36126,坡道平面,42.74,0,親友、員工、共有人或其他特殊關係間之交易；,RPTPMLMLJHHGFEF08DA,81.97,0.0,10.86,有,,1.0,十三,13
138,新北市,八里區,房地(土地+建物)+車位,新北市八里區文昌三街２９號七樓,21.49,住,,,1110104,土地1建物1車位1,七層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090911,133.72,2,2,1,有,有,8450000,63192,坡道平面,34.46,0,,RPOOMLQLJHHGFEF87DA,55.61,4.53,4.07,有,,1.0,十九,19
143,新北市,淡水區,房地(土地+建物)+車位,新北市淡水區濱海路二段２０２巷３號二樓,16.43,住,,,1101219,土地1建物1車位1,二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020916,109.64,2,1,1,有,有,6860000,62568,坡道機械,24.44,0,,RPWPMLRLJHHGFEF88DA,51.95,1.61,4.5,有,39.0,1.0,十三,13
144,新北市,淡水區,房地(土地+建物)+車位,新北市淡水區新市五路三段３１２號八樓,9.85,商,,,1110102,土地1建物1車位1,八層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061229,140.57,1,2,1,有,有,8000000,56911,坡道平面,30.84,0,,RPUOMLSLJHHGFEF68DA,63.4,6.44,5.14,有,40.0,1.0,二十七,27
148,新北市,三重區,房地(土地+建物)+車位,新北市三重區進安街１８４號六樓,20.58,住,,,1101226,土地1建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960216,154.36,3,2,2,有,有,23050000,149326,坡道平面,26.82,0,陽台外推；,RPXOMLMKJHHGFGF48DA,74.12,4.07,8.46,有,,1.0,十四,14
149,新北市,三重區,房地(土地+建物)+車位,新北市三重區集英路８７號十九樓,19.39,商,,,1101216,土地1建物1車位1,十九層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040702,178.68,3,2,2,有,有,23280000,145167,坡道平面,32.09,2000000,,RPRRMLOKJHHGFGF38DA,89.34,7.73,4.52,有,,1.0,十九,19
155,新北市,蘆洲區,房地(土地+建物),新北市蘆洲區集賢路２２４巷４６弄１０之２號六樓,16.18,住,,,1101107,土地1建物1車位0,六層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870219,99.43,2,2,2,有,有,13550000,136277,,0.0,0,含租約；,RPVTMLPLJHHGFGF56DA,62.72,2.09,8.84,有,,0.0,十六,16
160,新北市,三重區,房地(土地+建物),新北市三重區中央南路２８號三樓之一,9.54,商,,,1110105,土地1建物1車位0,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060124,90.44,2,2,1,有,無,15600000,172490,,0.0,0,,RPSPMLQLJHHGFGF58DA,54.89,0.0,4.37,有,46.0,0.0,十四,14
161,新北市,三重區,房地(土地+建物),新北市三重區信義西街３５號十七樓之八,12.45,住,,,1101113,土地1建物1車位0,十七層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040722,135.75,3,2,2,有,有,23280000,171492,,0.0,0,,RPUSMLQLJHHGFGF09DA,73.97,10.47,4.84,有,47.0,0.0,二十二,22
162,新北市,永和區,房地(土地+建物),新北市永和區中和路４２１巷３弄１３號八樓,7.99,商,,,1101106,土地2建物1車位0,八層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850701,110.84,3,2,2,有,有,20660000,186395,,0.0,0,陽台外推；其他增建；,RPOQMLMLKIGGFHF08DA,85.07,1.53,14.21,有,,0.0,十六,16
164,新北市,中和區,房地(土地+建物)+車位,新北市中和區中原街７２號十六樓,33.03,住,,,1101208,土地1建物1車位1,十六層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1091117,188.06,2,2,2,有,無,29280000,178607,坡道平面,36.89,2280000,,RPTRMLKKJHHGFHF28DA,89.13,1.76,8.45,有,,1.0,二十六,26
165,新北市,中和區,房地(土地+建物)+車位,新北市中和區中原街６８號二十四樓,31.11,住,,,1101127,土地1建物1車位1,二十四層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1091117,179.54,2,2,2,有,無,29800000,192219,坡道平面,36.89,2380000,,RPVRMLKKJHHGFHF48DA,83.76,1.76,8.45,有,,1.0,二十六,26
166,新北市,中和區,房地(土地+建物)+車位,新北市中和區中原街５８號二十五樓,16.98,住,,,1101104,土地1建物1車位1,二十五層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1091117,114.83,2,2,1,有,無,15680000,170644,坡道平面,36.89,2380000,,RPXRMLKKJHHGFHF68DA,45.65,1.36,4.43,有,,1.0,二十六,26
167,新北市,中和區,房地(土地+建物)+車位,新北市中和區中原街５８號二十六樓,16.98,住,,,1101011,土地1建物1車位1,二十六層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1091117,114.83,2,2,1,有,無,15550000,168976,坡道平面,36.89,2380000,,RPOSMLKKJHHGFHF87DA,45.65,1.36,4.43,有,,1.0,二十六,26
168,新北市,中和區,房地(土地+建物)+車位,新北市中和區中原街１８號十樓,102.81,住,,,1101007,土地1建物1車位4,十層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土構造,1031205,592.96,0,0,6,有,有,83580000,159400,坡道平面,125.08,9000000,毛胚屋；,RPRRMLNJJHHGFHF28DA,287.85,0.0,29.52,有,,4.0,二十六,26
169,新北市,中和區,房地(土地+建物)+車位,新北市中和區中原街１６號十八樓,102.72,住,,,1101116,土地1建物1車位3,十八層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土構造,1031205,561.72,0,0,6,有,有,87760000,172426,坡道平面,93.81,7080000,毛胚屋；,RPSRMLNJJHHGFHF38DA,287.85,0.0,29.52,有,,3.0,二十六,26
170,新北市,永和區,房地(土地+建物)+車位,新北市永和區永平路３６６號二十六樓,20.39,住,,,1110103,土地1建物1車位2,二十六層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土構造,1090427,276.45,4,2,2,有,有,50730000,217824,坡道平面,71.56,6100000,,RPUSMLQJJHHGFHF98DA,125.46,0.0,18.04,有,,2.0,二十九,29
175,新北市,中和區,房地(土地+建物)+車位,新北市中和區中原三街３號二十三樓,17.16,住,,,1101122,土地1建物1車位1,二十三層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1091202,113.2,2,2,1,有,有,15000000,157533,坡道平面,31.63,2150000,,RPQPMLKLJHHGFHF87DA,47.23,2.74,4.05,有,,1.0,二十三,23
176,新北市,中和區,房地(土地+建物)+車位,新北市中和區中原街１０８號五樓,22.35,住,,,1100930,土地1建物1車位1,五層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1091202,137.86,2,2,2,有,有,17550000,144968,坡道平面,31.63,2150000,,RPRPMLKLJHHGFHF97DA,61.77,1.73,6.68,有,,1.0,二十三,23
179,新北市,中和區,房地(土地+建物)+車位,新北市中和區景新街５４６號十三樓,15.11,住,,,1101222,土地1建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860318,115.84,2,2,2,有,有,12950000,111792,坡道機械,0.0,0,陽台外推；,RPUQMLQLJHHGFHF98DA,69.78,1.74,8.63,有,53.0,1.0,十四,14
184,新北市,中和區,房地(土地+建物)+車位,新北市中和區中原街１８號十四樓,102.72,住,,,1101218,土地1建物1車位3,十四層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土構造,1031205,565.37,0,0,6,有,有,83800000,161803,坡道平面,93.81,7500000,毛胚屋；,RPORMLTKJHHGFHF68DA,287.85,3.68,29.52,有,,3.0,二十六,26
186,新北市,中和區,房地(土地+建物),新北市中和區新生街１１２巷１６號十二樓,30.56,住,,,1101128,土地2建物1車位0,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0790915,187.29000000000002,4,2,2,有,有,18550000,99044,,0.0,0,,RPORMLRLJHHGFHF58DA,147.59,0.0,13.02,有,,0.0,十四,14
188,新北市,三峽區,房地(土地+建物)+車位,新北市三峽區大同路２２９之１號六樓,24.77,住,,,1101101,土地1建物1車位2,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040511,199.29000000000002,3,2,2,有,有,14850000,74515,坡道平面,60.04,0,,RPTPMLRKJHHGFIF88DA,78.28,7.47,8.06,有,55.0,2.0,十三,13
189,新北市,三峽區,房地(土地+建物)+車位,新北市三峽區學成路３３９號五樓,19.76,商,,,1101210,土地1建物1車位1,五層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010724,203.43,3,2,2,有,有,16000000,78651,坡道平面,34.77,0,親友、員工、共有人或其他特殊關係間之交易；,RPSQMLSLKIGGFIF56DA,102.36,3.26,12.76,有,,1.0,二十八,28
190,新北市,三峽區,房地(土地+建物),新北市三峽區中山路３０７號十樓,6.53,住,,,1101219,土地1建物1車位0,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950123,43.209999999999994,1,1,1,有,有,3600000,83314,,0.0,0,,RPSNMLPLJHHGFIF48DA,23.12,0.0,3.26,有,56.0,0.0,十五,15
195,新北市,板橋區,房地(土地+建物),新北市板橋區新興路２２號五樓之１７,3.58,商,,,1110110,土地1建物1車位0,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050316,46.78,1,1,1,有,有,7000000,149637,,0.0,0,,RPPNMLRLJHHGFAF67EA,18.66,0.0,6.21,有,,0.0,十四,14
196,新北市,板橋區,房地(土地+建物),新北市板橋區板新路２３號十四樓,6.59,住,,,1101214,土地1建物1車位0,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871224,55.66,3,2,2,有,有,7830000,140676,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；陽台外推；,RPRNMLRLJHHGFAF87EA,40.3,0.0,4.74,有,,0.0,十四,14
199,新北市,板橋區,房地(土地+建物)+車位,新北市板橋區重慶路２４５巷１０６號四樓,23.93,住,,,1110102,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0991122,178.92000000000002,4,2,2,有,有,24800000,131166,坡道機械,3.57,1800000,,RPOSMLRLJHHGFAF08EA,107.23,12.41,10.1,有,57.0,1.0,十五,15
203,新北市,新莊區,房地(土地+建物)+車位,新北市新莊區莊崑路３３號十五樓,9.63,商,,,1101121,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060419,110.15,2,1,1,有,有,9990000,90695,坡道平面,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPWOMLSLJHHGFBF68EA,49.91,0.0,6.24,有,61.0,1.0,十五,15
205,新北市,五股區,房地(土地+建物)+車位,新北市五股區芳洲五路９２號十二樓,15.09,住,,,1101225,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021014,101.68,2,1,1,有,有,9800000,99527,坡道平面,19.29,1600000,陽台外推；,RPTPMLSLJHHGFBF48EA,45.4,2.59,8.04,有,62.0,1.0,十五,15
207,新北市,新店區,房地(土地+建物),新北市新店區環河路２２號二樓,7.28,住,,,1110123,土地2建物1車位0,二層,三十二層,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,0880826,124.51,3,2,2,有,有,14460000,116135,,0.0,0,陽台外推；,RPUOMLRLJHHGFCF48EA,66.33,22.36,8.96,有,63.0,0.0,三十二,32
